======================================第1个epoch训练平均代价2.0771565631385527
答案: 一 种 咪 唑 啉 结 构 疏 水 缔 合 聚 合 物 合 成 与 溶 液 性 质 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: [UNK] 种 改 唑 基 - 构 聚 水 体 合 聚 合 物 的 物 [UNK] 抗 胶 体 能 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 基 于 话 语 分 析 的 霍 顿 司 法 调 查 证 据 研 究 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 政 于 [UNK] 语 的 布 的 政 尔 政 政 [SEP] 查 [SEP] [SEP] [SEP] 究 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 钢 铁 行 业 上 市 公 司 董 事 会 特 征 研 究 [UNK] [UNK] 基 于 [UNK] 行 业 的 对 比 分 析 [SEP]
预测: 公 铁 司 为 市 市 公 司 公 事 业 特 征 分 究 [SEP] [UNK] 以 于 [UNK] 、 为 特 分 比 分 析 [SEP]

答案: 基 于 单 频 星 载 [UNK] 数 据 的 低 轨 卫 星 精 密 定 轨 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: [UNK] 于 [UNK] 星 [UNK] [UNK] [UNK] 的 据 的 [UNK] 频 道 星 轨 密 轨 轨 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 钟 姑 矿 田 铁 矿 成 矿 模 式 与 规 律 及 找 矿 标 志 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 浅 山 山 田 地 矿 地 因 地 式 及 成 律 [SEP] 其 矿 [SEP] 志 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 草 鱼 呼 肠 孤 病 毒 湖 州 分 离 株 的 分 离 及 鉴 定 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 鱼 鱼 病 吸 病 草 毒 病 草 草 布 病 的 病 离 鉴 鉴 定 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 浅 论 科 技 项 目 查 新 与 专 利 查 新 的 异 同 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 科 谈 科 技 专 目 的 项 闻 专 利 的 [SEP] 闻 关 常 位 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 双 芯 光 子 晶 体 光 纤 温 度 传 感 器 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 双 光 光 纤 晶 体 光 纤 维 度 的 感 器 的 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 所 有 制 、 产 权 和 经 济 业 绩 : 美 国 和 其 他 国 家 的 理 论 与 实 践 [SEP] [PAD] [PAD]
预测: " 有 社 性 国 业 与 谐 济 学 : : 中 国 社 谐 社 者 际 社 社 论 研 社 证 [SEP] [PAD] [PAD]

答案: 广 州 城 市 快 速 交 通 路 网 通 信 系 统 规 划 的 思 考 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 广 州 市 市 高 速 公 通 信 网 络 信 系 统 设 划 [SEP] 设 考 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: [UNK], ± ( n = 1～5 ) 团 簇 结 构 与 稳 定 性 的 理 论 研 究 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: [UNK] + [UNK] + [UNK], [UNK], ) ( 团 的 构 的 性 定 性 [SEP] 相 论 研 究 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 一 种 改 进 的 电 导 增 量 法 的 [UNK] 实 现 策 略 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 一 种 新 进 的 [UNK] 光 航 强 法 [SEP] 改 光 现 [SEP] 略 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 响 应 面 法 优 化 酶 解 苋 籽 蛋 白 制 备 [UNK] 抑 制 肽 工 艺 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: [UNK] 应 面 法 优 化 酶 法 法 蛋 蛋 白 酶 备 工 [SEP] 制 剂 的 艺 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 基 于 [UNK] 的 光 电 器 件 自 动 测 控 系 统 的 设 计 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 基 于 [UNK] 的 [UNK] 谱 源 测 测 动 测 试 制 统 设 设 计 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 一 类 离 散 事 件 动 态 系 统 极 点 分 配 的 优 化 问 题 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 极 类 极 散 系 件 系 态 系 统 的 化 分 析 系 极 化 方 题 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 亚 洲 玉 米 [UNK] 性 信 息 素 的 合 成 新 方 法 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 二 硝 二 米 二 的 能 息 的 的 合 成 [SEP] 方 法 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 谈 使 用 药 品 标 准 存 在 的 几 个 问 题 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 药 药 用 药 品 质 准 的 在 的 问 点 问 题 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 提 高 高 职 园 艺 专 业 植 物 生 理 学 教 学 效 果 的 实 践 与 体 会 [SEP] [PAD] [PAD] [PAD] [PAD]
预测: 植 高 植 植 业 艺 学 业 学 物 学 活 学 的 学 的 果 的 探 践 [SEP] 思 验 [SEP] [PAD] [PAD] [PAD] [PAD]

答案: 脉 冲 电 絮 凝 处 理 三 次 采 油 污 水 研 究 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 自 冲 冲 化 凝 法 理 对 氧 水 集 水 水 处 究 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 不 同 角 度 根 尖 片 对 诊 断 下 颌 第 一 前 磨 牙 多 根 管 的 作 用 [SEP] [PAD] [PAD] [PAD] [PAD]
预测: 中 同 联 度 联 管 周 在 牙 断 的 颌 面 一 性 牙 牙 的 重 管 的 疗 用 [SEP] [PAD] [PAD] [PAD] [PAD]

答案: 云 南 桉 树 研 究 现 状 和 存 在 的 问 题 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 桉 南 桉 树 种 究 进 状 及 发 在 问 问 题 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 海 水 鱼 对 脂 肪 的 需 求 及 脂 肪 源 替 代 研 究 进 展 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 海 水 鱼 类 鱼 肪 酸 影 求 及 其 肪 酸 作 代 化 究 进 展 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 水 上 交 通 风 险 成 因 耦 合 作 用 诊 断 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 水 环 市 通 风 险 因 因 分 合 因 用 机 断 研 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 基 于 可 穿 戴 设 备 的 日 常 压 力 状 态 评 估 研 究 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 基 于 生 视 越 心 计 的 心 本 压 力 心 态 评 估 [SEP] 究 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 相 依 观 察 值 下 新 的 伯 恩 斯 坦 不 等 式 及 其 在 学 习 理 论 中 的 应 用 [SEP] [PAD]
预测: 一 关 赖 点 机 的 的 的 随 利 - 特 集 确 式 [SEP] 其 应 随 习 中 论 中 的 应 用 [SEP] [PAD]

答案: 知 识 产 权 许 可 合 同 与 防 止 知 识 产 权 滥 用 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 知 识 产 权 与 合 知 作 识 知 范 权 识 产 权 的 用 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 企 业 理 念 与 使 命 陈 述 的 规 范 化 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 中 业 理 论 的 中 用 的 理 [SEP] 关 则 化 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 我 国 公 司 治 理 结 构 及 其 会 计 监 管 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 公 国 公 司 治 理 结 构 的 其 治 计 机 管 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: [UNK] - [UNK] - [UNK] - [UNK] 光 催 化 剂 的 制 备 、 表 征 及 其 性 能 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: [UNK] - [UNK] - [UNK] - [UNK] - 催 化 剂 的 制 备 及 表 征 及 其 光 能 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 高 功 率 [UNK] 用 微 喷 冷 却 系 统 的 分 析 和 优 化 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 高 压 率 [UNK] 射 [UNK] 流 射 系 系 统 的 数 析 [SEP] 实 化 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 减 少 鼻 咽 纤 维 血 管 瘤 术 中 出 血 的 体 会 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 鼻 血 性 血 纤 维 瘤 管 瘤 1 的 的 血 [SEP] 价 会 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 膜 化 学 技 术 在 造 纸 废 水 深 度 处 理 中 的 应 用 研 究 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: [UNK] 生 学 处 术 在 废 纸 纸 水 处 化 处 理 中 的 应 用 [SEP] 究 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

======================================第1个epoch验证平均代价1.5006796060933436
答案: 新 修 清 史 《 地 理 志 》 的 学 术 理 论 与 编 纂 实 践 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 新 世 正 代 研 中 理 史 》 的 历 研 研 论 [SEP] 历 辑 [SEP] 践 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 基 于 遗 传 算 法 的 视 频 交 通 量 检 测 图 像 分 割 方 法 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 基 于 [UNK] 传 算 法 的 视 频 图 通 图 分 测 [SEP] 像 分 割 [SEP] 法 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 民 族 高 校 滨 水 景 观 空 间 与 人 群 行 为 方 式 调 研 [UNK] [UNK] 以 西 南 民 族 大 学 航 空 港 校 区 为 例 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 高 族 高 校 园 水 景 观 设 间 景 高 工 景 为 研 法 研 查 [SEP] [UNK] 以 高 北 省 族 高 学 为 空 区 为 为 为 例 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: [UNK] 支 持 下 的 福 建 省 烤 烟 适 宜 地 综 合 评 价 及 其 利 用 对 策 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 福 型 持 地 市 烟 建 省 烟 烟 地 宜 性 区 合 评 价 [SEP] 其 对 用 [SEP] 策 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 论 我 国 案 例 指 导 制 度 的 构 建 与 完 善 [UNK] [UNK] 以 知 识 产 权 审 判 为 视 角 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 论 专 国 专 例 制 标 制 度 的 制 建 [SEP] 启 善 [SEP] [UNK] 以 中 识 产 权 制 查 制 中 角 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 佛 跳 墙 高 汤 加 工 工 艺 优 化 及 其 品 质 鉴 定 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 高 教 号 加 压 加 工 工 艺 对 化 研 其 对 质 研 定 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 用 新 史 料 讲 新 故 事 - - 韩 书 瑞 教 授 访 谈 录 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 从 [UNK] 世 学 的 话 的 的 的 - 从 国 法 利 授 [SEP] 谈 [SEP] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 集 散 控 制 系 统 在 核 电 站 保 护 系 统 中 的 应 用 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 基 成 电 制 系 统 的 核 电 站 设 护 中 统 中 的 应 用 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 辣 椒 抗 病 性 、 果 实 营 养 含 量 和 农 艺 性 状 间 的 典 型 相 关 分 析 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 辣 椒 品 性 性 状 性 实 性 养 性 量 及 性 药 性 状 的 的 关 型 分 关 性 析 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

答案: 光 纤 纵 联 保 护 通 道 故 障 在 线 诊 断 方 法 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
预测: 光 纤 通 向 网 护 装 信 故 障 诊 线 监 断 中 法 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]

